Vendor,Category,Item,Price,Origin
SilentMarket838,Drugs/Psychedelics/LSD,High-Dose Verified Tabs 25ct,1.503115 BTC,Germany
EliteDealer235,Drugs/Cannabis/Edibles,Premium Premium Product 500g,4.882222 BTC,Belgium
OmegaKing43,Drugs/Opioids/Oxycodone,Quality Percs 5ct,2.277901 BTC,Germany
QuickDirect928,Drugs/Opioids/Oxycodone,Authentic Quality Oxy 1ct,2.434287 BTC,Spain
SwiftKing346,Drugs/Opioids/Heroin,Brown Pure Dope 250g,0.222567 BTC,Germany
AlphaStore354,Drugs/Cannabis/Weed,Tested Quantity 250g,1.596038 BTC,Spain
KingDirect228,Fraud/Documents,Counterfeit Grade-A Passport,3.785093 BTC,France
QuickSource60,Drugs/Ecstasy/Pills,Quality Ecstasy Tabs 250ct,0.885062 BTC,USA/Europe
DarkBoss582,Drugs/Prescription/Adderall,Verified Amphetamine Salts 50ct,0.843253 BTC,USA/Europe
CryptoLab868,Drugs/Opioids/Oxycodone,Lab Percs 5ct,1.619459 BTC,India
GreenExpert605,Drugs/Opioids/Heroin,Brown Pure Dope 1g,6.270938 BTC,Germany
KingLab317,Drugs/Prescription/Xanax,Authentic Verified Xanax 7ct,2.952608 BTC,Spain
PureVendor480,Drugs/Opioids/Oxycodone,Authentic Lab Oxy 10ct,4.747338 BTC,Canada
SpeedDealer285,Drugs/Cannabis/Hash,Quality Tested Items 50ct,0.566375 BTC,Belgium
SilentVendor726,Drugs/Psychedelics/LSD,Grade-A Liquid LSD 50ml,3.927335 BTC,India
BlackExpert873,Drugs/Prescription/Xanax,Pressed Lab Xanax 100ct,4.106105 BTC,Australia
RedMarket810,Drugs/Ecstasy/MDMA,Premium Ecstasy Crystals 25g,2.198832 BTC,Belgium
SwiftStore705,Drugs/Cannabis/Edibles,Quality Quality Items 28ct,1.032555 BTC,Europe
SpeedMarket529,Drugs/Cannabis/Edibles,Premium Premium Product 5g,2.449339 BTC,Europe
StealthVendor191,Drugs/Dissociatives/Ketamine,Research Grade Grade-A Ketamine 28g,1.487491 BTC,Europe
RedLab835,Drugs/Stimulants/Meth,Tested Methamphetamine 14g,1.036468 BTC,USA/Europe
KingLab317,Drugs/Cannabis/Hash,Verified Quantity 2g,0.925376 BTC,USA/Europe
DarkExpert536,Drugs/Ecstasy/Pills,Pure MDMA Pressed Pills 500ct,0.418066 BTC,UK
GreenExpert605,Drugs/Prescription/Xanax,Authentic Pure Xanax 10ct,7.095459 BTC,USA
PharmaDirect770,Drugs/Stimulants/Speed,Premium Speed Paste 25g,4.255215 BTC,Czech Republic
AlphaVendor354,Digital/Hacking,Compromised Quality Database,0.254545 BTC,France
AlphaStore878,Drugs/Cannabis/Hash,Premium Tested Product 100g,6.359642 BTC,Germany
RedLab835,Drugs/Prescription/Adderall,Authentic Verified Adderall 2ct,2.303988 BTC,Czech Republic
GreenDealer162,Drugs/Dissociatives/Ketamine,Lab K Powder 100g,7.107337 BTC,No Info
BlackBoss982,Drugs/Psychedelics/Mushrooms,Psilocybin Quality Mushrooms 14g,2.771729 BTC,Worldwide
SilentVendor726,Drugs/Opioids/Heroin,High Quality Verified Heroin 100g,3.038747 BTC,Europe
KingKing458,Drugs/Prescription/Tramadol,Verified Tramadol 28ct,7.493839 BTC,France
UltraLab266,Digital/Hacking,Hacked Tested Account,6.457224 BTC,USA/Europe
SecureBoss844,Drugs/Prescription/Xanax,Authentic Quality Xanax 28ct,1.929526 BTC,Czech Republic
PureVendor480,Drugs/Prescription/Adderall,Quality Amphetamine Salts 100ct,3.675143 BTC,Poland
PharmaExpert186,Drugs/Prescription/Adderall,Tested Amphetamine Salts 28ct,8.202139 BTC,France
StealthVendor191,Drugs/Cannabis/Weed,Premium Tested Product 1g,3.039393 BTC,Czech Republic
StealthPro162,Drugs/Stimulants/Cocaine,Grade-A Blow 100g,2.898129 BTC,Poland
DeltaStore687,Drugs/Stimulants/Meth,Lab Methamphetamine 500g,3.943896 BTC,UK
KingBoss990,Fraud/Documents,Counterfeit Premium Passport,2.683769 BTC,India
PharmaBoss522,Drugs/Opioids/Heroin,Brown Lab Dope 25g,0.594841 BTC,Australia
DarkBoss582,Drugs/Stimulants/Cocaine,High Purity Quality Cocaine 500g,1.377873 BTC,UK
EliteShop410,Drugs/Cannabis/Weed,Tested Quantity 50g,8.103791 BTC,Worldwide
VenomSource928,Drugs/Cannabis/Hash,Grade-A Quantity 50g,3.017817 BTC,India
SwiftKing346,Drugs/Opioids/Oxycodone,Authentic Quality Oxy 1ct,1.805899 BTC,China
GreenMarket125,Drugs/Prescription/Xanax,Grade-A Benzo 7ct,4.486445 BTC,France
BlackShop465,Drugs/Cannabis/Edibles,Quality Grade-A Items 1ct,1.868116 BTC,India
AlphaStore95,Fraud/Documents,Premium License Replica,2.089237 BTC,Spain
DarkShop818,Drugs/Cannabis/Edibles,Pure Quantity 14g,1.083115 BTC,Spain
DarkShop818,Drugs/Psychedelics/DMT,Crystal Pure DMT 1g,3.577704 BTC,Europe
VenomLab764,Drugs/Psychedelics/Mushrooms,Psilocybin Tested Mushrooms 50g,2.751706 BTC,Switzerland
KingKing458,Drugs/Stimulants/Speed,Quality Verified Amphetamine 5g,0.47455 BTC,No Info
AlphaDirect701,Drugs/Opioids/Heroin,High Quality Lab Heroin 1g,6.062552 BTC,USA/Europe
DeltaMarket543,Drugs/Cannabis/Hash,Quality Lab Items 500ct,3.342003 BTC,Switzerland
SilentMaster955,Fraud/Documents,Counterfeit Premium Passport,0.631084 BTC,Canada
BlackShop465,Drugs/Psychedelics/Mushrooms,Psilocybin Verified Mushrooms 2g,0.42576 BTC,Australia
PharmaExpert186,Drugs/Psychedelics/LSD,Verified Liquid LSD 2ml,5.596 BTC,Czech Republic
ShadowDealer416,Drugs/Stimulants/Meth,Premium Grade-A Meth 28g,1.560993 BTC,Europe
BlackExpert873,Drugs/Cannabis/Hash,Premium Pure Product 28g,4.098366 BTC,Belgium
QuickMaster491,Drugs/Psychedelics/LSD,High-Dose Grade-A Tabs 7ct,2.158186 BTC,No Info
DeltaMarket543,Drugs/Stimulants/Cocaine,Fishscale Quality Coke 14g,6.186087 BTC,No Info
SpeedShop526,Fraud/Documents,Counterfeit Pure Passport,6.123469 BTC,Germany
QuickDealer552,Drugs/Stimulants/Cocaine,Fishscale Lab Coke 250g,1.371636 BTC,Worldwide
SwiftStore884,Drugs/Stimulants/Speed,Quality Pure Amphetamine 14g,3.23892 BTC,Switzerland
ShadowVendor954,Drugs/Cannabis/Weed,Quality Grade-A Items 25ct,3.006803 BTC,Europe
AlphaStore95,Drugs/Ecstasy/MDMA,Quality Ecstasy Crystals 2g,1.484962 BTC,France
KingLab317,Drugs/Ecstasy/MDMA,Grade-A Ecstasy Crystals 1g,3.56931 BTC,Spain
SilentMarket838,Drugs/Prescription/Tramadol,Generic Premium Ultram 500ct,3.336511 BTC,China
VenomSource928,Fraud/Documents,Tested License Replica,0.494912 BTC,Worldwide
SwiftStore705,Drugs/Prescription/Tramadol,Generic Premium Ultram 1ct,3.654233 BTC,No Info
UltraMarket470,Drugs/Cannabis/Hash,Quality Tested Items 250ct,3.058609 BTC,France
PharmaExpert186,Drugs/Psychedelics/Mushrooms,Dried Quality Shrooms 250g,4.930804 BTC,Czech Republic
QuickKing639,Drugs/Cannabis/Hash,Quality Quantity 14g,0.581378 BTC,Spain
QuickDirect928,Drugs/Psychedelics/Mushrooms,Psilocybin Pure Mushrooms 500g,2.271747 BTC,USA/Europe
QuickPro135,Digital/Hacking,Verified Fullz,1.984119 BTC,India
VenomPro997,Drugs/Prescription/Tramadol,Verified Tramadol 250ct,5.481707 BTC,USA/Europe
QuickSource60,Drugs/Stimulants/Meth,Premium Pure Meth 25g,2.473915 BTC,UK
EliteShop410,Drugs/Cannabis/Hash,Premium Quantity 14g,3.494061 BTC,Netherlands
GreenMarket125,Drugs/Opioids/Oxycodone,Premium Percs 500ct,1.533246 BTC,Worldwide
DarkShop818,Digital/Hacking,Lab Fullz,0.557881 BTC,Australia
SilentPro922,Drugs/Stimulants/Meth,Ice Pure Crystal 14g,1.177759 BTC,UK
AlphaVendor354,Fraud/Documents,Pure License Replica,2.795148 BTC,Spain
DeltaStore687,Drugs/Psychedelics/DMT,Crystal Premium DMT 500g,0.325999 BTC,Worldwide
QuickKing639,Drugs/Opioids/Fentanyl,Research Chemical Pure Fent 10g,4.052386 BTC,USA
UltraSource684,Drugs/Cannabis/Weed,Premium Verified Product 14g,3.224178 BTC,Czech Republic
KingLab317,Drugs/Prescription/Xanax,Pressed Tested Xanax 100ct,4.443054 BTC,Australia
ShadowDealer416,Drugs/Opioids/Oxycodone,Quality Percs 28ct,5.694574 BTC,Belgium
PharmaExpert186,Drugs/Psychedelics/LSD,Quality Liquid LSD 7ml,0.698374 BTC,France
DarkExpert536,Drugs/Prescription/Xanax,Grade-A Benzo 100ct,0.54684 BTC,No Info
UltraLab266,Drugs/Stimulants/Cocaine,Grade-A Blow 7g,3.165916 BTC,France
GreenMarket125,Digital/Hacking,Compromised Tested Database,2.029297 BTC,Switzerland
DarkBoss582,Drugs/Cannabis/Hash,Lab Quantity 100g,0.704162 BTC,Germany
PharmaDirect770,Drugs/Psychedelics/DMT,Extracted Tested DMT 14g,2.375897 BTC,Europe
AlphaKing870,Fraud/Documents,Fake Pure ID,1.904056 BTC,Switzerland
DeltaMarket608,Drugs/Opioids/Heroin,Tested Heroin 5g,2.503349 BTC,Europe
BlueStore943,Drugs/Dissociatives/Ketamine,Research Grade Quality Ketamine 2g,1.508537 BTC,Switzerland
SilentMaster955,Drugs/Stimulants/Meth,Premium Lab Meth 25g,1.528943 BTC,China
VenomMarket709,Drugs/Ecstasy/MDMA,Pure Grade-A Molly 5g,1.34993 BTC,USA/Europe
UltraDirect809,Drugs/Stimulants/Cocaine,High Purity Lab Cocaine 500g,1.879967 BTC,France
PharmaSource204,Drugs/Psychedelics/LSD,High-Dose Lab Tabs 5ct,1.71792 BTC,Worldwide
GhostLab755,Drugs/Psychedelics/Mushrooms,Quality Cubensis 7g,1.245872 BTC,India
BlackBoss982,Drugs/Psychedelics/Mushrooms,Psilocybin Verified Mushrooms 7g,0.156052 BTC,USA
VenomPro997,Drugs/Opioids/Fentanyl,Tested Fentanyl Powder 5g,2.925819 BTC,Czech Republic
SpeedShop526,Drugs/Opioids/Fentanyl,Research Chemical Pure Fent 25g,3.688214 BTC,China
SilentMarket189,Drugs/Stimulants/Speed,Quality Speed Paste 25g,1.620299 BTC,Germany
VenomLab764,Drugs/Dissociatives/Ketamine,Research Grade Pure Ketamine 50g,3.03401 BTC,Germany
BlackShop465,Drugs/Cannabis/Hash,Premium Quantity 5g,2.165658 BTC,Spain
EliteShop410,Drugs/Ecstasy/Pills,Blue Verified Press 10ct,4.064611 BTC,China
SpeedShop526,Drugs/Cannabis/Hash,Quality Pure Items 10ct,0.82168 BTC,USA
AlphaKing870,Drugs/Stimulants/Cocaine,Tested Blow 100g,3.654884 BTC,Czech Republic
OmegaDirect105,Drugs/Opioids/Heroin,High Quality Pure Heroin 100g,1.852674 BTC,France
PureMarket224,Drugs/Opioids/Fentanyl,Pure Fentanyl Powder 250g,3.085645 BTC,No Info
AlphaStore95,Drugs/Opioids/Heroin,Quality Heroin 10g,4.424724 BTC,Australia
SpeedDealer285,Drugs/Prescription/Xanax,Pressed Quality Xanax 7ct,3.707582 BTC,Czech Republic
UltraDirect809,Drugs/Prescription/Xanax,Authentic Quality Xanax 50ct,4.801317 BTC,China
AlphaKing870,Drugs/Dissociatives/Ketamine,Pure K Powder 14g,4.966878 BTC,Belgium
SwiftExpert794,Drugs/Ecstasy/MDMA,Quality Ecstasy Crystals 100g,3.661407 BTC,Australia
UltraSource684,Drugs/Stimulants/Meth,Tested Methamphetamine 10g,0.252418 BTC,Australia
BlueKing295,Drugs/Cannabis/Weed,Quality Quality Items 5ct,4.441204 BTC,USA
KingKing458,Drugs/Stimulants/Cocaine,Fishscale Pure Coke 5g,1.399995 BTC,Spain
NightLab646,Drugs/Stimulants/Meth,Ice Lab Crystal 50g,0.039927 BTC,China
AlphaKing463,Drugs/Psychedelics/LSD,Verified LSD Blotters 5ct,3.398106 BTC,Spain
KingKing458,Drugs/Opioids/Oxycodone,Authentic Quality Oxy 14ct,4.047241 BTC,Australia
CryptoDirect666,Drugs/Psychedelics/Mushrooms,Dried Tested Shrooms 500g,0.324436 BTC,USA/Europe
SecureBoss844,Drugs/Cannabis/Weed,Premium Lab Product 1g,0.387873 BTC,Czech Republic
SilentMarket838,Drugs/Ecstasy/MDMA,Grade-A Ecstasy Crystals 250g,3.031987 BTC,Spain
SpeedMarket271,Drugs/Opioids/Heroin,High Quality Quality Heroin 100g,1.633739 BTC,India
PureMarket224,Drugs/Opioids/Oxycodone,Pure Percs 250ct,2.574208 BTC,Australia
GreenExpert605,Drugs/Psychedelics/Mushrooms,Dried Lab Shrooms 5g,9.182216 BTC,Worldwide
QuickMaster491,Drugs/Stimulants/Cocaine,High Purity Verified Cocaine 7g,2.868844 BTC,Europe
StealthShop752,Drugs/Opioids/Fentanyl,Verified Fentanyl Powder 1g,2.497089 BTC,Germany
GreenDealer162,Digital/Hacking,Hacked Pure Account,0.210103 BTC,Worldwide
SwiftKing346,Drugs/Prescription/Adderall,Authentic Tested Adderall 10ct,0.256475 BTC,Spain
PureMarket224,Drugs/Prescription/Tramadol,Generic Tested Ultram 500ct,2.935209 BTC,Europe
NightLab646,Drugs/Opioids/Heroin,High Quality Verified Heroin 14g,1.295957 BTC,Europe
VenomLab714,Drugs/Cannabis/Hash,Premium Tested Product 7g,0.936494 BTC,UK
NightLab646,Drugs/Dissociatives/Ketamine,Pure K Powder 25g,4.70694 BTC,Germany
UltraKing555,Drugs/Ecstasy/MDMA,Pure Verified Molly 250g,1.537382 BTC,France
EliteMaster689,Drugs/Ecstasy/Pills,Tested Ecstasy Tabs 2ct,1.389558 BTC,Switzerland
UltraKing555,Drugs/Prescription/Adderall,Authentic Premium Adderall 1ct,2.115286 BTC,Worldwide
SilentVendor726,Drugs/Stimulants/Cocaine,High Purity Premium Cocaine 7g,3.958018 BTC,Canada
QuickMaster491,Drugs/Prescription/Adderall,Authentic Lab Adderall 28ct,0.217582 BTC,Belgium
UltraMarket470,Drugs/Cannabis/Edibles,Quality Quality Items 7ct,2.899141 BTC,Germany
EliteDealer235,Drugs/Psychedelics/Mushrooms,Dried Lab Shrooms 250g,0.675583 BTC,USA/Europe
SpeedMarket271,Drugs/Prescription/Tramadol,Generic Pure Ultram 500ct,3.810052 BTC,Poland
DeltaMarket543,Drugs/Opioids/Heroin,Lab Heroin 1g,1.997231 BTC,Worldwide
KingLab317,Drugs/Psychedelics/DMT,Extracted Grade-A DMT 250g,4.756776 BTC,Spain
OmegaDirect105,Drugs/Cannabis/Weed,Premium Verified Product 5g,1.050403 BTC,India
RedLab835,Drugs/Ecstasy/Pills,Tested Ecstasy Tabs 10ct,1.797514 BTC,Poland
PharmaSource313,Fraud/Documents,Tested License Replica,1.867459 BTC,Netherlands
GhostLab755,Drugs/Prescription/Tramadol,Premium Tramadol 7ct,1.341732 BTC,India
SilentMarket838,Fraud/Documents,Tested License Replica,0.491186 BTC,Switzerland
SpeedMarket529,Drugs/Dissociatives/Ketamine,Quality K Powder 1g,1.866012 BTC,USA/Europe
AlphaDealer746,Digital/Hacking,Hacked Lab Account,1.51339 BTC,Germany
EliteDealer235,Drugs/Cannabis/Hash,Quality Quantity 250g,2.147142 BTC,France
DeltaMarket543,Drugs/Prescription/Xanax,Pressed Lab Xanax 14ct,2.112206 BTC,Netherlands
QuickMaster491,Drugs/Stimulants/Speed,Quality Grade-A Amphetamine 250g,2.151242 BTC,No Info
QuickDirect928,Drugs/Stimulants/Speed,Quality Pure Amphetamine 100g,2.781947 BTC,Netherlands
PureVendor480,Drugs/Dissociatives/Ketamine,Pure K Powder 5g,7.166756 BTC,Australia
UltraKing555,Drugs/Prescription/Adderall,Authentic Grade-A Adderall 28ct,4.954477 BTC,Switzerland
AlphaStore132,Drugs/Cannabis/Hash,Grade-A Quantity 250g,8.550296 BTC,UK
SwiftKing346,Drugs/Prescription/Xanax,Authentic Grade-A Xanax 28ct,4.947186 BTC,Poland
PharmaDirect647,Drugs/Ecstasy/MDMA,Pure Pure Molly 1g,1.991388 BTC,Czech Republic
SpeedShop481,Drugs/Cannabis/Weed,Quality Premium Items 14ct,4.673943 BTC,Worldwide
RedLab835,Drugs/Opioids/Fentanyl,Tested Fentanyl Powder 7g,2.442881 BTC,Switzerland
PureMarket96,Drugs/Ecstasy/MDMA,Crystal Verified MDMA 500g,1.586621 BTC,Worldwide
OmegaKing43,Drugs/Cannabis/Hash,Grade-A Quantity 7g,0.679213 BTC,Australia
RedMarket810,Drugs/Cannabis/Weed,Lab Quantity 250g,4.68666 BTC,Spain
PharmaDirect647,Drugs/Opioids/Heroin,Brown Lab Dope 1g,1.720963 BTC,UK
UltraLab620,Digital/Hacking,Hacked Verified Account,6.999698 BTC,Canada
ShadowDealer416,Drugs/Opioids/Heroin,High Quality Quality Heroin 1g,2.950694 BTC,USA/Europe
PureVendor480,Drugs/Ecstasy/MDMA,Grade-A Ecstasy Crystals 2g,3.70557 BTC,India
DeltaMarket543,Drugs/Cannabis/Hash,Premium Lab Product 10g,4.217842 BTC,Worldwide
BlackMarket588,Drugs/Prescription/Xanax,Pressed Grade-A Xanax 50ct,2.356436 BTC,China
EliteDealer235,Drugs/Prescription/Adderall,Premium Amphetamine Salts 2ct,3.093678 BTC,Worldwide
UltraVendor891,Drugs/Opioids/Oxycodone,Verified Percs 100ct,1.174498 BTC,France
UltraLab266,Drugs/Psychedelics/LSD,Pure LSD Blotters 28ct,1.655445 BTC,Worldwide
CryptoLab868,Drugs/Cannabis/Hash,Premium Lab Product 250g,2.41434 BTC,Canada
PharmaBoss522,Drugs/Cannabis/Hash,Quality Quality Items 5ct,2.277016 BTC,Spain
AlphaStore354,Drugs/Opioids/Oxycodone,Authentic Verified Oxy 28ct,4.736879 BTC,USA/Europe
SwiftStore705,Drugs/Opioids/Fentanyl,Tested Fentanyl Powder 28g,2.778098 BTC,Canada
AlphaStore95,Drugs/Ecstasy/Pills,Blue Pure Press 1ct,2.470233 BTC,Australia
SilentMarket189,Digital/Hacking,Hacked Tested Account,7.709765 BTC,No Info
PharmaExpert186,Drugs/Prescription/Adderall,Grade-A Amphetamine Salts 7ct,0.973239 BTC,UK
DeltaStore687,Drugs/Psychedelics/LSD,Quality Liquid LSD 500ml,0.036397 BTC,India
StealthPro162,Drugs/Cannabis/Edibles,Quality Verified Items 100ct,8.645858 BTC,France
SpeedMarket271,Drugs/Prescription/Tramadol,Pure Tramadol 5ct,4.304316 BTC,Spain
QuickPro135,Drugs/Prescription/Adderall,Lab Amphetamine Salts 7ct,3.366093 BTC,Spain
PharmaDirect647,Drugs/Psychedelics/Mushrooms,Dried Tested Shrooms 25g,4.968294 BTC,Netherlands
SilentBoss239,Drugs/Ecstasy/Pills,Grade-A Ecstasy Tabs 250ct,1.230762 BTC,Germany
StealthShop752,Drugs/Psychedelics/LSD,Verified Liquid LSD 14ml,0.258505 BTC,Czech Republic
DarkExpert536,Drugs/Opioids/Heroin,Verified Heroin 25g,1.657212 BTC,Netherlands
SilentMarket838,Drugs/Stimulants/Meth,Premium Methamphetamine 100g,1.902842 BTC,Germany
SpeedMarket519,Drugs/Stimulants/Speed,Verified Speed Paste 2g,0.990296 BTC,UK
UltraLab266,Drugs/Cannabis/Hash,Premium Quantity 2g,3.30052 BTC,Poland
SilentMarket838,Drugs/Cannabis/Edibles,Premium Pure Product 7g,1.940532 BTC,USA/Europe
BlackShop465,Drugs/Ecstasy/MDMA,Pure Lab Molly 100g,2.847737 BTC,Czech Republic
BlueKing295,Drugs/Ecstasy/MDMA,Crystal Quality MDMA 10g,2.422731 BTC,Poland
UltraMarket470,Drugs/Ecstasy/MDMA,Pure Pure Molly 5g,0.125354 BTC,Belgium
GhostLab755,Digital/Hacking,Hacked Pure Account,1.623539 BTC,Belgium
SpeedShop526,Drugs/Opioids/Oxycodone,Authentic Pure Oxy 500ct,1.195096 BTC,Switzerland
AlphaDirect701,Drugs/Prescription/Adderall,Authentic Pure Adderall 100ct,2.31711 BTC,France
PharmaBoss522,Drugs/Cannabis/Edibles,Premium Lab Product 50g,3.03166 BTC,Czech Republic
GreenExpert605,Drugs/Cannabis/Weed,Lab Quantity 25g,6.021221 BTC,Belgium
BluePro475,Digital/Hacking,Hacked Verified Account,2.92692 BTC,Belgium
AlphaDirect701,Drugs/Opioids/Heroin,High Quality Verified Heroin 2g,3.424629 BTC,Spain
GreenMarket125,Drugs/Opioids/Fentanyl,Quality Fentanyl Powder 250g,5.463166 BTC,Czech Republic
QuickPro135,Fraud/Documents,Counterfeit Quality Passport,3.445217 BTC,China
BluePro475,Drugs/Prescription/Xanax,Authentic Premium Xanax 7ct,3.569012 BTC,Spain
PureMarket96,Drugs/Psychedelics/Mushrooms,Psilocybin Tested Mushrooms 5g,2.053482 BTC,Netherlands
BlueKing295,Drugs/Psychedelics/Mushrooms,Psilocybin Grade-A Mushrooms 25g,1.71827 BTC,Netherlands
ShadowVendor173,Drugs/Psychedelics/Mushrooms,Verified Cubensis 10g,2.039527 BTC,France
BlackExpert873,Drugs/Psychedelics/DMT,Extracted Pure DMT 100g,3.932212 BTC,Australia
KingDirect228,Drugs/Ecstasy/Pills,Blue Tested Press 28ct,2.958294 BTC,Canada
ShadowDealer416,Fraud/Documents,Counterfeit Verified Passport,4.593255 BTC,Switzerland
SilentMaster997,Digital/Hacking,Compromised Grade-A Database,0.668715 BTC,No Info
UltraLab266,Drugs/Ecstasy/Pills,Lab MDMA Pressed Pills 100ct,1.462754 BTC,Spain
DeltaMarket608,Drugs/Ecstasy/Pills,Quality MDMA Pressed Pills 10ct,0.974893 BTC,India
PharmaDirect647,Drugs/Psychedelics/Mushrooms,Psilocybin Quality Mushrooms 14g,2.112427 BTC,Poland
CryptoLab868,Drugs/Psychedelics/Mushrooms,Psilocybin Tested Mushrooms 50g,1.982185 BTC,Netherlands
UltraKing555,Drugs/Ecstasy/MDMA,Crystal Grade-A MDMA 10g,0.077072 BTC,USA/Europe
EliteShop410,Drugs/Prescription/Adderall,Authentic Tested Adderall 100ct,0.052927 BTC,Australia
SwiftDealer556,Drugs/Cannabis/Hash,Premium Premium Product 14g,2.545107 BTC,Canada
SpeedShop526,Drugs/Ecstasy/Pills,Blue Pure Press 50ct,6.861373 BTC,Worldwide
VenomLab714,Drugs/Ecstasy/Pills,Blue Premium Press 2ct,4.232522 BTC,Switzerland
SpeedMarket519,Fraud/Documents,Fake Pure ID,1.847353 BTC,India
AlphaDirect701,Drugs/Opioids/Heroin,High Quality Lab Heroin 1g,5.172685 BTC,Worldwide
EliteMaster689,Drugs/Cannabis/Hash,Premium Tested Product 50g,1.759197 BTC,Poland
BlackShop465,Drugs/Stimulants/Cocaine,Fishscale Pure Coke 1g,1.951477 BTC,Czech Republic
ShadowVendor173,Fraud/Documents,Grade-A License Replica,1.428485 BTC,Canada
QuickSource60,Drugs/Stimulants/Cocaine,Fishscale Premium Coke 25g,0.481556 BTC,Netherlands
PharmaSource313,Drugs/Ecstasy/Pills,Quality MDMA Pressed Pills 250ct,1.423503 BTC,Canada
VenomPro997,Drugs/Psychedelics/DMT,Crystal Verified DMT 5g,3.234537 BTC,Germany
UltraLab266,Drugs/Cannabis/Edibles,Quality Verified Items 14ct,7.748957 BTC,Australia
CryptoDealer638,Drugs/Prescription/Tramadol,Pure Tramadol 500ct,3.214217 BTC,UK
PureMarket96,Drugs/Ecstasy/Pills,Blue Tested Press 2ct,3.086732 BTC,Poland
PharmaDirect647,Drugs/Psychedelics/DMT,Extracted Quality DMT 5g,4.906314 BTC,Canada
UltraDirect809,Drugs/Prescription/Adderall,Tested Amphetamine Salts 10ct,3.44597 BTC,Switzerland
PharmaDirect647,Drugs/Prescription/Xanax,Pressed Lab Xanax 1ct,6.898084 BTC,Germany
SilentBoss239,Fraud/Documents,Fake Lab ID,8.879145 BTC,Australia
UltraMarket470,Drugs/Ecstasy/MDMA,Crystal Verified MDMA 100g,3.44453 BTC,Spain
PureMarket96,Drugs/Cannabis/Edibles,Quality Quality Items 1ct,4.02615 BTC,Czech Republic
BlueKing295,Drugs/Prescription/Adderall,Authentic Verified Adderall 250ct,4.233497 BTC,Spain
PureStore440,Drugs/Cannabis/Edibles,Premium Grade-A Product 25g,2.75154 BTC,Germany
SpeedVendor287,Drugs/Prescription/Adderall,Pure Amphetamine Salts 250ct,6.780446 BTC,USA
UltraKing555,Drugs/Opioids/Fentanyl,Tested Fentanyl Powder 28g,1.38 BTC,Worldwide
SilentMarket838,Drugs/Stimulants/Speed,Crystal Verified Speed 250g,0.657445 BTC,UK
VenomMarket709,Drugs/Opioids/Fentanyl,Lab Fentanyl Powder 1g,0.820124 BTC,Belgium
AlphaVendor354,Drugs/Psychedelics/DMT,Crystal Premium DMT 500g,2.625288 BTC,Belgium
QuickPro135,Drugs/Psychedelics/DMT,Extracted Tested DMT 5g,3.177227 BTC,UK
SilentMarket189,Drugs/Stimulants/Speed,Premium Speed Paste 1g,1.022012 BTC,China
VenomMarket709,Drugs/Stimulants/Meth,Premium Tested Meth 50g,3.045348 BTC,Canada
AlphaStore878,Drugs/Opioids/Heroin,Premium Heroin 28g,0.164761 BTC,Germany
UltraKing555,Drugs/Psychedelics/LSD,High-Dose Verified Tabs 50ct,4.163332 BTC,Netherlands
DarkExpert536,Drugs/Dissociatives/Ketamine,Lab K Powder 100g,2.858079 BTC,Worldwide
VenomSource928,Drugs/Prescription/Tramadol,Premium Tramadol 1ct,1.923144 BTC,Poland
DarkBoss582,Drugs/Psychedelics/DMT,Crystal Quality DMT 500g,7.759354 BTC,Australia
DeltaMarket608,Drugs/Prescription/Xanax,Authentic Grade-A Xanax 100ct,4.194782 BTC,USA/Europe
OmegaDirect105,Drugs/Dissociatives/Ketamine,Research Grade Grade-A Ketamine 50g,0.069641 BTC,Worldwide
AlphaVendor354,Drugs/Stimulants/Cocaine,Premium Blow 500g,0.68499 BTC,Switzerland
StealthKing618,Drugs/Cannabis/Hash,Pure Quantity 7g,1.612952 BTC,Poland
SilentMaster955,Drugs/Cannabis/Weed,Quality Quality Items 1ct,3.970914 BTC,China
DarkBoss582,Drugs/Ecstasy/Pills,Blue Lab Press 1ct,3.982156 BTC,China
GreenExpert605,Digital/Hacking,Compromised Premium Database,4.526302 BTC,USA
